tpr,fpr
0.0,0.0
0.0049177808513908095,0.0012379023182534324
0.005071461502996773,0.0012941706054467703
0.0058398647610265865,0.0012941706054467703
0.0061472260642385125,0.0012941706054467703
0.006454587367450438,0.0012941706054467703
0.006915629322268326,0.0012941706054467703
0.007222990625480252,0.0012941706054467703
0.007684032580298141,0.0012941706054467703
0.007991393883510067,0.0012941706054467703
0.007991393883510067,0.0013504388926401081
0.008145074535116028,0.0013504388926401081
0.008145074535116028,0.001406707179833446
0.008298755186721992,0.001406707179833446
0.008606116489933917,0.001406707179833446
0.009220839096357769,0.001406707179833446
0.009374519747963732,0.0014629754670267836
0.009528200399569694,0.0014629754670267836
0.009835561702781619,0.0015192437542201215
0.010142923005993546,0.0015192437542201215
0.010142923005993546,0.0015755120414134593
0.010450284309205471,0.0016317803286067971
0.010450284309205471,0.0017443169029934728
0.010603964960811434,0.0017443169029934728
0.010603964960811434,0.0018005851901868107
0.010757645612417396,0.0018005851901868107
0.01091132626402336,0.0018568534773801485
0.011218687567235285,0.0018568534773801485
0.011372368218841248,0.0018568534773801485
0.011372368218841248,0.001969390051766824
0.012294452128477025,0.001969390051766824
0.01260181343168895,0.001969390051766824
0.01260181343168895,0.002025658338960162
0.012909174734900875,0.002025658338960162
0.013370216689718764,0.002025658338960162
0.013370216689718764,0.0020819266261534997
0.013370216689718764,0.0021944632005401754
0.01367757799293069,0.002306999774926851
0.013831258644536652,0.002306999774926851
0.013831258644536652,0.002363268062120189
0.01429230059935454,0.002363268062120189
0.014445981250960504,0.002363268062120189
0.014445981250960504,0.002419536349313527
0.014599661902566468,0.002419536349313527
0.015214384508990318,0.002419536349313527
0.015214384508990318,0.002475804636506865
0.015368065160596281,0.002475804636506865
0.015521745812202243,0.0025320729237002025
0.01582910711541417,0.0025320729237002025
0.015982787767020133,0.0025320729237002025
0.015982787767020133,0.0025883412108935406
0.016290149070232057,0.0025883412108935406
0.016290149070232057,0.002644609498086878
0.016597510373443983,0.002644609498086878
0.016751191025049947,0.002644609498086878
0.017212232979867834,0.002644609498086878
0.017673274934685724,0.002644609498086878
0.017673274934685724,0.002757146072473554
0.018902720147533424,0.002757146072473554
0.018902720147533424,0.0029822192212469053
0.01921008145074535,0.0029822192212469053
0.019517442753957278,0.003094755795633581
0.019671123405563238,0.003094755795633581
0.0198248040571692,0.0031510240828269186
0.020439526663593055,0.0031510240828269186
0.020439526663593055,0.0032072923700202567
0.02074688796680498,0.0032072923700202567
0.02120792992162287,0.0033198289444069324
0.02120792992162287,0.00337609723160027
0.021515291224834792,0.00337609723160027
0.02243737513447057,0.0034886338059869457
