tpr,fpr
0.0,0.0
0.0001536806516059628,0.0
0.0004610419548178884,0.0
0.0006147226064238512,5.6268287193337834e-05
0.0009220839096357768,5.6268287193337834e-05
0.0009220839096357768,0.00011253657438667567
0.0010757645612417396,0.00011253657438667567
0.0010757645612417396,0.00016880486158001352
0.0015368065160596281,0.00016880486158001352
0.0015368065160596281,0.0002813414359666892
0.0018441678192715537,0.0002813414359666892
0.002305209774089442,0.0002813414359666892
0.0029199323805132933,0.00033760972316002703
0.0029199323805132933,0.00045014629754670267
0.0036883356385431073,0.0005064145847400405
0.0038420162901490703,0.0005626828719333784
0.004149377593360996,0.0005626828719333784
0.004149377593360996,0.0006189511591267162
0.004610419548178884,0.0006189511591267162
0.005071461502996773,0.0006189511591267162
0.005532503457814661,0.0006752194463200541
0.005686184109420624,0.0006752194463200541
0.0061472260642385125,0.0006752194463200541
0.006454587367450438,0.0006752194463200541
0.006608268019056401,0.0006752194463200541
0.006608268019056401,0.0007314877335133918
0.006761948670662364,0.0007314877335133918
0.007530351928692178,0.0008440243079000675
0.007684032580298141,0.0008440243079000675
0.007991393883510067,0.0009002925950934053
0.008298755186721992,0.001012829169480081
0.008298755186721992,0.0010690974566734189
0.009067158444751805,0.0010690974566734189
0.009989242354387582,0.0011816340310600946
0.010296603657599507,0.0011816340310600946
0.010603964960811434,0.0012941706054467703
0.010757645612417396,0.001406707179833446
0.01091132626402336,0.001406707179833446
0.011372368218841248,0.001688048615800135
0.011526048870447211,0.001688048615800135
0.011833410173659136,0.0017443169029934728
0.011833410173659136,0.0018005851901868107
0.012755494083294914,0.0018005851901868107
0.012755494083294914,0.0018568534773801485
0.013216536038112802,0.0018568534773801485
0.013216536038112802,0.001969390051766824
0.013523897341324727,0.001969390051766824
0.013523897341324727,0.002025658338960162
0.014138619947748579,0.002025658338960162
0.014599661902566468,0.0021944632005401754
0.015214384508990318,0.0021944632005401754
0.015521745812202243,0.002306999774926851
0.015982787767020133,0.002363268062120189
0.016136468418626097,0.002363268062120189
0.016136468418626097,0.002419536349313527
0.017826955586291687,0.002419536349313527
0.017980636237897647,0.002475804636506865
