tpr,fpr
0.0,0.0
0.0001536806516059628,0.0
0.0009220839096357768,0.0
0.0010757645612417396,5.6268287193337834e-05
0.0015368065160596281,5.6268287193337834e-05
0.0018441678192715537,5.6268287193337834e-05
0.0026125710773013677,5.6268287193337834e-05
0.0030736130321192563,5.6268287193337834e-05
0.0038420162901490703,5.6268287193337834e-05
0.004303058244966958,5.6268287193337834e-05
0.004764100199784847,5.6268287193337834e-05
0.0049177808513908095,0.00011253657438667567
0.006454587367450438,0.00011253657438667567
0.006454587367450438,0.00016880486158001352
0.0070693099738742896,0.00016880486158001352
0.007376671277086215,0.00016880486158001352
0.007530351928692178,0.00016880486158001352
0.007684032580298141,0.00022507314877335134
0.007991393883510067,0.00022507314877335134
0.008145074535116028,0.0002813414359666892
0.008452435838327955,0.0002813414359666892
0.008452435838327955,0.00033760972316002703
0.00875979714153988,0.00033760972316002703
0.008913477793145844,0.00033760972316002703
0.008913477793145844,0.0003938780103533648
0.009220839096357769,0.0003938780103533648
0.010450284309205471,0.0003938780103533648
0.011065006915629323,0.0003938780103533648
0.011065006915629323,0.00045014629754670267
0.011218687567235285,0.00045014629754670267
0.011526048870447211,0.00045014629754670267
0.012140771476871062,0.00045014629754670267
0.012909174734900875,0.0005064145847400405
0.013062855386506839,0.0005064145847400405
0.013370216689718764,0.0005064145847400405
0.013523897341324727,0.0005064145847400405
0.013523897341324727,0.0005626828719333784
0.014445981250960504,0.0005626828719333784
0.01475334255417243,0.0006189511591267162
0.015521745812202243,0.0006189511591267162
0.015675426463808206,0.0006189511591267162
0.015675426463808206,0.0007314877335133918
0.01582910711541417,0.0007877560207067297
0.016597510373443983,0.0007877560207067297
0.01690487167665591,0.0009002925950934053
0.01751959428307976,0.0009002925950934053
0.017826955586291687,0.0009002925950934053
0.018749039495927464,0.0009002925950934053
0.019056400799139388,0.0009002925950934053
0.019517442753957278,0.0009002925950934053
0.019517442753957278,0.0009565608822867432
0.019671123405563238,0.0009565608822867432
0.0198248040571692,0.001012829169480081
0.019978484708775165,0.001012829169480081
0.02028584601198709,0.0011253657438667567
0.021668971876440755,0.0014629754670267836
