Y_true,Y_pred
8,5.1916424503765315
14,9.65260531919321
7,9.431094633213743
15,7.229016301150957
16,9.424202516152004
6,8.26508786910184
12,11.255323806898613
8,8.26508786910184
2,10.048008282264544
5,9.90611745270689
21,10.443654700762458
6,10.908804263686047
4,11.780792202030469
4,8.750476998448566
19,10.562601108544904
17,9.747836811075128
3,8.614594667740658
9,11.307933312275107
6,8.148352745119489
2,8.966906182774988
11,8.919708848206195
10,9.82774659735598
19,9.672047847617531
3,8.109975537872593
8,9.694775517653781
15,9.546326029725005
14,10.44495592879721
10,8.23147487824206
5,7.488534343906555
10,9.764924551558774
16,8.567433665576996
14,9.266494962764835
5,8.340856447065928
10,11.099889769278803
6,9.747836811075128
19,10.63707168328892
12,7.419543022072138
4,9.645425563646434
3,10.426767714928925
9,8.714666430282588
11,10.14954280054874
12,7.804722720716293
18,12.037525981130269
11,10.746129973785838
9,8.032444302774959
25,7.767953717056213
4,7.313871528393194
9,7.992328865853946
9,10.928255301347562
10,6.887699141080206
4,8.099651439003821
7,9.777062063850959
6,9.740571883637582
3,10.385888232148883
7,6.157313729401719
22,10.908804263686047
14,10.587740861939007
12,8.039409242165355
2,10.928255301347562
7,8.720619590311216
12,6.674715920287906
9,9.687376385546457
8,9.764924551558774
7,8.757870235052096
6,8.50343474352341
5,6.903529444473105
4,7.7578225447283495
8,5.6016584479907445
4,8.373365932644148
4,7.012733174247317
18,11.57953257967068
15,10.449349739678237
5,9.624346497342398
14,10.562601108544904
11,11.436843904570534
16,10.147269237919375
1,9.835916401117771
8,11.021533067291937
15,10.160835250158268
7,6.176048059082068
9,7.228982068016397
15,11.53744845184519
10,9.937569049555574
6,9.613897932926971
4,9.393993054275128
9,7.206251528735113
8,6.621219742239721
14,7.679037709574243
13,11.042124127519227
7,9.237729281361641
8,9.143896270957342
5,9.971683823215127
1,8.637150014615319
14,10.746129973785838
6,9.782783482020928
11,10.100235917235008
24,10.089283188869526
14,7.612350040661284
9,10.206064201062514
0,7.246223019033409
16,8.899896151284779
3,8.426519416512587
9,10.746129973785838
9,7.605911023069322
5,8.998706967314785
5,10.218332393847046
22,10.449349739678237
16,13.350765129183404
10,7.780071281464438
18,10.100235917235008
19,12.901542519654924
4,10.100235917235008
8,10.509179974164052
8,9.242374323256428
1,10.746129973785838
5,8.340856447065928
29,10.469024309662725
1,10.09130910632912
7,10.06959238529998
58,9.16066177084009
9,12.239315481182654
6,8.214775046753076
15,10.385888232148883
12,8.86317142805423
2,7.6630572243542625
4,8.492171681336469
12,9.862439667017476
5,8.724279271121727
6,10.100235917235008
4,10.971262033168077
18,11.639845859399717
10,9.285095969324871
18,9.779354991975008
7,11.083179090018913
20,9.935246235228455
17,9.94151495292116
13,8.977144815699031
6,9.488020906330672
3,8.478946345186014
12,7.312085643831673
16,9.692377868128474
8,10.44495592879721
4,10.852790932574148
3,7.693436321355709
16,9.65260531919321
5,8.059705982842122
15,11.410128707824338
7,12.212675589661504
22,10.430438683046415
12,10.443654700762458
1,8.38494656511007
10,8.951142782427176
10,11.038589917277957
4,10.895777075637433
13,9.579740351117689
10,7.135450227872689
6,9.956299104797107
13,9.99560144712607
13,10.464581318361464
7,9.16066177084009
12,9.492022397839193
5,8.86317142805423
14,13.33172584028323
2,8.619317440853859
5,7.594788402755978
15,11.255503509110937
16,9.747836811075128
11,9.65260531919321
8,10.294406588743186
10,9.953157624338981
2,9.022757022647923
13,7.490146352793233
9,4.773935723026281
21,9.658626423353226
10,8.724279271121727
4,11.466851234365276
8,9.327101268934086
6,7.458210796245713
12,8.526179654119481
9,8.865864721893711
8,8.23147487824206
13,10.870177580517758
6,8.42733936252123
12,10.928255301347562
0,6.342440063419205
8,8.047165214960074
8,9.492022397839193
19,10.908804263686047
6,10.183856908210231
18,13.144143848904893
4,8.27582951019211
23,9.330246818688419
1,8.412246344097415
21,9.862439667017476
12,10.100097844211486
2,10.084241189873858
8,9.424202516152004
12,8.77298343343693
8,6.810195904245831
4,7.31278022259928
34,8.235921231743468
11,8.203162116229667
5,8.608321060086109
4,9.432949796240134
16,10.738242494169082
22,12.563206938082722
6,10.421037758551716
14,10.903911776244993
10,12.563206938082722
12,8.714666430282588
27,10.739432471046282
6,8.776116998864225
11,6.069088879622215
6,7.816713689752395
5,7.052955241277634
4,9.449443392627039
2,10.943388191731756
10,11.585885692955397
8,9.857450092400082
9,7.489880153108801
14,10.908804263686047
12,10.738242494169082
7,8.757702311545515
11,10.928255301347562
12,10.908804263686047
9,10.297816629123666
5,10.545651083183344
13,10.218332393847046
11,10.928255301347562
36,8.8665802411879
10,10.426767714928925
11,12.1663029935286
18,10.867582293952193
18,10.098547752027148
20,10.289353748149278
2,10.746129973785838
0,8.07861176520331
12,9.648565052865454
8,8.147592402577288
12,10.426767714928925
1,10.928255301347562
10,10.426767714928925
8,8.82071811766664
10,8.757702311545515
15,8.089664176597072
4,6.9153762361247795
16,9.658626423353226
12,6.992479221305499
14,8.481968486284757
11,9.771106979318105
0,7.8113892423491125
10,9.424202516152004
1,4.919937634498429
10,6.719963632361115
15,10.746129973785838
8,10.63707168328892
10,10.287033190651911
17,10.636676045572653
4,6.372171244781648
4,8.047165214960074
7,9.241414515523843
2,8.106011786014989
13,10.464581318361464
6,9.334843917600178
10,10.44495592879721
8,7.096223241982522
11,9.956299104797107
18,12.932746713900872
8,7.708583681271404
5,9.692377868128474
10,6.1781445002982105
1,8.508805833777377
6,9.935246235228455
12,7.28137258444123
14,7.890500425051994
8,10.289353748149278
9,10.908804263686047
15,8.431691257201251
4,9.818141200215443
14,8.130190801247668
4,9.677361827934256
14,6.483485415737303
4,10.189871045556103
29,9.859612088647065
19,10.900150784516445
52,13.24160603229831
7,8.099692548659696
4,9.860566216658206
7,9.32559135183503
10,3.7438769468204187
30,9.738194928811104
15,10.238605864253856
9,8.033023421182222
19,10.124685196114878
4,8.972498154835232
14,9.593094393680992
4,8.635241299599603
30,11.00342490098646
5,5.6899437158431185
4,8.100116377426144
13,10.156579048386845
2,10.344337455620035
12,11.387169693972382
6,10.100235917235008
26,10.25102480423267
26,10.934556353015193
19,11.201475570563655
3,10.895777075637433
8,8.048232306890824
10,7.753214928391167
7,11.021533067291937
4,7.404023628213367
3,6.586100545016742
17,9.953157624338981
3,7.227967505891866
11,11.562174194752682
18,11.992659848735713
7,9.962314954346535
1,8.72978361053277
13,10.928255301347562
16,13.522962794564982
7,10.63707168328892
14,8.721944950769636
11,9.736577119273601
9,10.366816233022686
5,10.16790152243918
8,10.100097844211486
10,10.63707168328892
15,10.986101481487761
