Y_true,Y_pred
8,5.372833333333333
14,10.078776438649719
7,11.637829095572327
15,8.891710178710179
16,13.808456402553947
6,8.643232209058805
12,11.419767188797008
8,8.643232209058805
2,11.642683621657376
5,10.04029729891711
21,11.166874504507227
6,11.99860818939795
4,16.028412698412698
4,9.165125291375293
19,12.732985807250534
17,11.656324282683192
3,6.778722222222221
9,21.390516483516482
6,9.164585136003176
2,5.676791486291485
11,11.362883631250646
10,11.867513596230344
19,12.032565187140683
3,12.451444444444446
8,7.105841269841269
15,9.875373914913771
14,12.049629447154887
10,7.645023088023088
5,9.077402971439113
10,12.770690511797197
16,10.942322876040503
14,12.114878079103978
5,8.648419385978153
10,14.867350039970647
6,11.656324282683192
19,10.828184635725398
12,12.647464285714285
4,8.359154761904762
3,11.702158908396182
9,13.237706138637384
11,11.138599527595327
12,10.103818595874039
18,16.4261071251134
11,11.263603234405794
9,10.218050505050503
25,9.772472874604244
4,6.441214355089357
9,9.533651980845091
9,11.976270920659854
10,4.445368853368852
4,10.122416703008035
7,11.206458522554549
6,11.814581390831393
3,14.01558673572459
7,8.48014574314574
22,11.99860818939795
14,11.985233735918241
12,9.263904761904762
2,11.976270920659854
7,10.348724553224553
12,7.556844088101436
9,13.774163801884386
8,12.770690511797197
7,10.775583764148921
6,9.903333423520921
5,16.790384615384617
4,9.03147660253976
8,4.524738095238095
4,8.138297571422472
4,6.221339826839826
18,9.04267640692641
15,12.176348333328157
5,10.260057356352831
14,12.732985807250534
11,8.259714461171349
16,10.48857635746606
1,14.620656369574267
8,12.62845966946006
15,11.333468166907073
7,10.509765873015875
9,9.164679583693585
15,12.857524955436723
10,10.951041589687186
6,10.655712736329383
4,8.111911663216011
9,17.402130952380954
8,6.213884042857728
14,4.941693029193029
13,10.726564489518053
7,10.235277777777778
8,15.325944444444442
5,10.297639610389611
1,10.569181124431127
14,11.263603234405794
6,10.463642125693248
11,11.154930551411796
24,9.088291529935491
14,7.621082719347731
9,18.865839105339102
0,8.32390476190476
16,11.280897076377364
3,5.398749999999999
9,11.263603234405794
9,7.300761904761905
5,9.950122839729563
5,11.249685733587523
22,12.176348333328157
16,18.18287773337773
10,8.119951425036952
18,11.154930551411796
19,14.933199797715588
4,11.154930551411796
8,13.088475498169213
8,4.890179777661498
1,11.263603234405794
5,8.648419385978153
29,10.459653005464482
1,12.85745128626163
7,9.948985602212975
58,12.985211290965987
9,13.4942242063492
6,8.232500000000002
15,14.01558673572459
12,10.973353440835888
2,7.213357142857141
4,11.136619412032926
12,11.226819130043406
5,10.601068995666523
6,11.154930551411796
4,19.301083333333334
18,9.480095238095236
10,11.05155673514673
18,9.988943835258675
7,16.433937245526234
20,9.437953346148689
17,12.14133485958486
13,14.197141794639474
6,10.820336943664051
3,8.461835483960485
12,9.626902554864929
16,11.918872540632806
8,12.049629447154887
4,9.982618589823613
3,10.931235161058337
16,10.078776438649719
5,7.767839451262307
15,13.523493714388989
7,13.380988095238095
22,10.524762063035439
12,11.166874504507227
1,10.008714285714285
10,10.183720201766539
10,7.9748288948323784
4,13.678972326153305
13,11.413848439655082
10,43.911
6,10.868001605510633
13,8.315833333333332
13,11.650878247235962
7,12.985211290965987
12,10.65471142826394
5,10.973353440835888
14,13.249983766233768
2,11.096180640579941
5,7.103717643467644
15,11.167333333333334
16,11.656324282683192
11,10.078776438649719
8,8.661377705627705
10,11.011463097481048
2,7.328968209443665
13,15.288333333333334
9,7.178809523809524
21,10.81626352972487
10,10.601068995666523
4,14.64934415584416
8,7.434645340770341
6,10.577583333333331
12,11.275126060227922
9,9.729161663660697
8,7.645023088023088
13,12.139191837494423
6,9.428770923520922
12,11.976270920659854
0,6.330274475289624
8,10.344108738455864
8,10.65471142826394
19,11.99860818939795
6,12.219438998315663
18,22.521863969363977
4,5.5647145909645905
23,11.2309511733915
1,16.262857142857143
21,11.226819130043406
12,12.373504199020926
2,8.130500000000001
8,13.808456402553947
12,10.109027527597402
8,9.381499999999999
4,7.63581204419315
34,10.928571428571429
11,14.976822125348871
5,6.800102758550731
4,11.875383397809383
16,11.252816696636307
22,15.696541653434624
6,10.87860877658633
14,11.899611097720467
10,15.696541653434624
12,13.237706138637384
27,12.006722638472636
6,9.505397899747482
11,8.428333333333333
6,5.465277777777779
5,4.373013888888889
4,11.635512641018302
2,11.23341683316683
10,16.419333333333334
8,11.799760384965287
9,6.426468479552559
14,11.99860818939795
12,11.252816696636307
7,14.526575915630263
11,11.976270920659854
12,11.99860818939795
9,15.045278050778052
5,11.834942834073624
13,11.249685733587523
11,11.976270920659854
36,2.7660398745519705
10,11.702158908396182
11,14.479203226884435
18,12.961034842608376
18,11.173077500478103
20,11.308019917153251
2,11.263603234405794
0,12.027333333333337
12,14.397373015873018
8,12.091333333333335
12,11.702158908396182
1,11.976270920659854
10,11.702158908396182
8,10.170196313904457
10,14.526575915630263
15,12.593594546637314
4,7.001252164502165
16,10.81626352972487
12,9.680484613212874
14,6.860658924306069
11,10.470653802841163
0,14.649896270396269
10,13.808456402553947
1,7.922000000000001
10,6.060449328449327
15,11.263603234405794
8,10.828184635725398
10,12.045142857142856
17,11.84369224368296
4,9.493166666666667
4,10.344108738455864
7,9.010527777777778
2,9.872707958666622
13,11.650878247235962
6,9.578931457431457
10,12.049629447154887
8,7.5074999999999985
11,10.868001605510633
18,16.67865112409095
8,9.203450569828831
5,11.918872540632806
10,4.428
1,7.431448773448773
6,9.437953346148689
12,9.442301573426573
14,7.107142857142856
8,11.308019917153251
9,11.99860818939795
15,11.686151759083932
4,16.303914862914862
14,9.689259205706573
4,12.389619047619046
14,8.26834523809524
4,8.46535894660895
29,9.268088183421515
19,10.568944625557421
52,17.066413876615233
7,10.429391342023637
4,10.584325738658784
7,10.657713848192
10,7.1267400279459086
30,8.280934426684427
15,14.808895021645021
9,12.097857142857144
19,10.293479185868126
4,10.462007665803808
14,9.61346794068645
4,10.308930622009571
30,11.251913404746597
5,9.056666666666667
4,9.914601851520876
13,13.231215127442633
2,10.935552575559981
12,9.145630952380953
6,11.154930551411796
26,10.616700355200358
26,14.88924967754946
19,12.54904829810712
3,13.678972326153305
8,10.709444444444445
10,8.086238442113446
7,12.62845966946006
4,13.924459713190782
3,8.322503153709034
17,11.011463097481048
3,6.977076064699861
11,12.332849094825212
18,19.757095238095236
7,9.390001424031391
1,9.643995251620282
13,11.976270920659854
16,14.610303393155617
7,10.828184635725398
14,11.337761012910795
11,11.385889804639802
9,9.290396044257234
5,11.189031198686376
8,12.373504199020926
10,10.828184635725398
15,12.522913471117231
9,11.041105759274155
5,18.08726190476191
8,7.946283615895645
8,13.909190476190476
5,11.263603234405794
17,12.128312232133476
14,11.376055555555556
9,8.138297571422472
6,11.200520838605565
11,11.011463097481048
8,10.02748180858591
24,12.276810069879451
3,14.505116522366523
16,15.56473094780967
10,20.495723304473305
20,10.557137710328885
4,11.955078428067864
2,12.494737734487735
5,10.868001605510633
5,12.113431315244787
18,8.804388167388167
7,5.02375
12,12.81019190820987
4,10.672232822732822
21,11.976270920659854
16,18.767599811179533
10,11.976270920659854
8,10.775583764148921
5,12.942598571533926
13,10.033333333333333
15,10.868001605510633
37,11.976270920659854
6,4.78
13,11.154930551411796
17,12.985211290965987
13,12.049629447154887
13,12.59840476190476
10,12.049629447154887
